9.400000	0.700000	0.560000	0.000000	34.000000	5
9.800000	0.880000	0.680000	0.000000	67.000000	5
9.800000	0.760000	0.650000	0.040000	54.000000	5
9.800000	0.280000	0.580000	0.560000	60.000000	6
9.400000	0.700000	0.560000	0.000000	34.000000	5
9.400000	0.660000	0.560000	0.000000	40.000000	5
9.400000	0.600000	0.460000	0.060000	59.000000	5
10.000000	0.650000	0.470000	0.000000	21.000000	7
9.500000	0.580000	0.570000	0.020000	18.000000	7
9.200000	0.580000	0.540000	0.080000	65.000000	5
9.900000	0.615000	0.520000	0.000000	59.000000	5
9.100000	0.610000	1.560000	0.290000	29.000000	5
10.500000	0.280000	0.750000	0.560000	103.000000	7
9.200000	0.320000	1.080000	0.510000	56.000000	6
9.700000	0.390000	0.650000	0.310000	71.000000	5
9.500000	0.430000	0.910000	0.210000	37.000000	5
9.400000	0.490000	0.530000	0.110000	67.000000	5
9.700000	0.400000	0.630000	0.140000	40.000000	6
9.300000	0.390000	0.560000	0.160000	23.000000	5
9.500000	0.410000	0.590000	0.240000	11.000000	5
9.400000	0.710000	0.550000	0.000000	35.000000	5
9.800000	0.645000	0.590000	0.000000	16.000000	6
10.100000	0.675000	0.540000	0.070000	82.000000	5
9.800000	0.655000	0.660000	0.120000	113.000000	5
9.200000	0.320000	0.550000	0.250000	50.000000	5
9.600000	0.645000	0.550000	0.000000	18.000000	6
10.800000	0.600000	0.600000	0.140000	15.000000	6
9.700000	0.380000	0.730000	0.280000	30.000000	7
10.500000	0.450000	0.830000	0.360000	87.000000	5
9.300000	0.610000	0.510000	0.300000	46.000000	4
10.500000	0.490000	0.900000	0.200000	14.000000	6
10.300000	0.660000	1.200000	0.220000	23.000000	5
13.100000	0.520000	0.560000	0.150000	65.000000	4
9.200000	0.935000	0.730000	0.430000	114.000000	5
9.200000	0.660000	0.740000	0.260000	23.000000	5
9.400000	0.520000	0.630000	0.040000	15.000000	6
9.400000	0.500000	0.640000	0.040000	14.000000	6
9.400000	0.380000	0.560000	0.360000	119.000000	5
10.200000	0.510000	0.630000	0.150000	73.000000	6
9.600000	0.420000	0.630000	0.570000	10.000000	5
10.000000	0.590000	0.590000	0.180000	54.000000	5
9.400000	0.390000	0.540000	0.310000	46.000000	6
9.200000	0.400000	0.640000	0.400000	52.000000	5
9.300000	0.690000	0.710000	0.490000	112.000000	5
9.800000	0.735000	0.570000	0.050000	54.000000	5
10.900000	0.725000	0.390000	0.050000	11.000000	5
10.900000	0.725000	0.390000	0.050000	11.000000	5
10.700000	0.705000	0.580000	0.070000	15.000000	5
10.500000	0.705000	0.950000	0.050000	19.000000	6
9.500000	0.690000	0.480000	0.220000	94.000000	5
9.200000	0.675000	0.530000	0.260000	43.000000	4
10.500000	0.410000	0.660000	0.640000	42.000000	5
10.700000	0.785000	0.550000	0.000000	30.000000	6
10.100000	0.750000	0.520000	0.120000	80.000000	5
9.100000	0.625000	1.120000	0.200000	119.000000	4
9.200000	0.450000	0.560000	0.200000	15.000000	5
9.100000	0.500000	0.570000	0.470000	73.000000	5
10.300000	0.300000	0.780000	0.480000	61.000000	6
10.100000	0.550000	0.590000	0.150000	40.000000	5
9.900000	0.490000	1.950000	0.280000	136.000000	6
9.600000	0.490000	0.640000	0.260000	31.000000	5
9.500000	0.390000	1.220000	0.440000	125.000000	5
9.000000	0.620000	0.530000	0.080000	24.000000	5
9.500000	0.520000	0.540000	0.260000	140.000000	5
9.900000	0.490000	1.950000	0.280000	136.000000	6
9.600000	0.490000	0.640000	0.260000	31.000000	5
10.500000	1.020000	0.480000	0.040000	85.000000	4
10.700000	0.775000	0.560000	0.000000	23.000000	5
9.800000	0.900000	0.560000	0.060000	10.000000	5
9.000000	0.545000	0.590000	0.180000	35.000000	6
10.200000	0.610000	0.610000	0.300000	50.000000	6
9.000000	0.545000	0.590000	0.180000	35.000000	6
9.200000	0.575000	0.510000	0.220000	65.000000	5
9.400000	0.490000	0.480000	0.240000	36.000000	5
9.200000	0.575000	0.510000	0.220000	65.000000	5
9.300000	0.410000	1.310000	0.680000	69.000000	5
9.300000	0.630000	0.790000	0.310000	64.000000	5
9.500000	0.560000	0.930000	0.190000	47.000000	5
9.800000	0.620000	0.660000	0.090000	108.000000	5
9.700000	0.310000	0.670000	0.440000	46.000000	6
9.500000	0.560000	0.930000	0.190000	47.000000	5
10.500000	0.400000	0.630000	0.310000	62.000000	6
10.000000	0.540000	0.610000	0.280000	40.000000	6
9.000000	1.070000	0.570000	0.090000	89.000000	5
10.900000	0.550000	0.600000	0.040000	56.000000	6
9.200000	0.695000	0.520000	0.000000	13.000000	5
9.500000	0.500000	0.480000	0.170000	102.000000	5
10.900000	1.330000	0.490000	0.000000	12.000000	5
10.900000	1.330000	0.480000	0.000000	12.000000	5
10.500000	0.590000	0.920000	0.160000	16.000000	7
9.400000	0.745000	0.660000	0.560000	134.000000	5
