Timestamp,Temperature_C,Humidity_%,CO2_ppm,Occupancy_Count,External_Temperature_C,Kp,Ki,Kd,Fuzzy_Adjustment_Factor,ISA_Optimization_Score,HVAC_Power_Consumption_kWh,Cooling_Heating_Output_C,Response_Time_s,Energy_Efficiency_%,User_Comfort_Index,HVAC_Efficiency_Class
2017-01-01 00:00:00,22.49448142616835,44.94563273866794,983.9986487919763,12,7.752784298891595,2.0557578226186815,0.11356646981040014,0.44861499415791334,0.8505546422296558,80.20516148917434,8.944362069725932,0.559911692084702,7.191280481406164,80.04014118799536,8,2
2017-01-01 00:10:00,29.408571676918996,43.31648384925613,547.6095964789693,26,14.710904090249517,0.9958995396907198,0.20541807216449695,0.16471302452580505,1.056811195733607,83.15604649586666,3.0791408141184373,1.5043674272963448,23.74231432225932,97.83027387468115,6,2
2017-01-01 00:20:00,26.78392730173686,37.0461565001144,677.311755495909,37,31.403525421952953,0.8630974046379809,0.9164109335380709,0.31583364000081865,0.9912005034127326,52.617556050433336,7.651028523324276,-0.27867137201952463,18.72931028503337,93.69673419788629,6,2
2017-01-01 00:30:00,25.18390181036444,54.29066680405952,930.6245094862546,32,26.358835216513082,1.0770680945766256,0.8889232340428131,0.2878490059784489,0.809292111192218,66.41214595754256,4.28312375811586,1.5695395088260198,5.834288050173409,85.82503720043046,6,2
2017-01-01 00:40:00,19.872223685309237,49.06496642034516,785.6714756195839,5,28.574897296130377,2.3403111687455906,0.8497723392296295,0.4924515031623627,1.196332071110974,55.21431535052009,6.757243038209726,0.5457078699630058,11.077815009945914,89.09861066279501,6,2
2017-01-01 00:50:00,19.87193424403443,64.62803969296014,990.8568309079151,12,28.203026483016718,0.7582408734738748,0.7356534606290646,0.4402578047596549,0.9528912245806822,70.84126123414029,7.179767241366773,1.1903514424681836,29.190813957159072,85.32052177340725,8,1
2017-01-01 01:00:00,18.697003346018395,31.28438321928233,1168.9663209782877,12,8.599172516944282,2.406190316184203,0.6953694912048161,0.09094357012363549,1.0620806125625215,86.36370787925198,8.024928045680191,0.31192660960610485,22.99641438139735,81.54896896266763,7,0
2017-01-01 01:10:00,28.394113749299223,55.75471710220505,493.237350172158,12,9.765816981734899,2.489625211948945,0.3479642300460536,0.03885749392347923,1.193432426580375,90.26360722631904,6.067468221180933,-0.8050341651006772,28.10049197122503,90.525703423977,8,1
2017-01-01 01:20:00,25.213380140918506,60.51795514046245,967.6541731184487,19,14.517177465020657,2.0668886205693084,0.40149507927033445,0.22873739450310215,1.0538340733983027,88.1622585638647,4.988706550460933,0.25974388217493205,18.94428464396011,89.93038886451676,8,1
2017-01-01 01:30:00,26.496870933552547,60.37946276753228,584.2753245056916,35,14.030863360037367,2.0208450937817166,0.3122219616365882,0.27730279887104087,0.9246608037754849,63.58353907727117,9.56202321266386,0.9068620337701638,25.715858326703472,88.88900643651168,8,1
2017-01-01 01:40:00,18.24701393154963,65.442958683821,731.5813819260554,36,6.982431147671953,2.406573061201324,0.9822822688497829,0.39703442289878343,0.9953304828826014,57.4342846305745,4.681442403174603,0.6733862221605791,17.728978073640796,97.9899705472209,7,2
2017-01-01 01:50:00,29.638918225943932,59.16134971317976,426.29018063611187,44,9.604145287076205,1.0810706590792762,0.6708743067769062,0.08826626926442964,0.8411174378637258,93.62492379671298,4.344774791761239,-0.13669595326860406,17.157511170040756,96.24924913295959,7,2
2017-01-01 02:00:00,27.98931168960506,67.11240246590785,508.72590583415916,8,30.686908507003388,0.7579644113675859,0.9691906323806309,0.46076448034499773,0.867695754730314,87.12565570169451,4.505858451350044,-1.914932860297447,9.964908910960508,91.21429317460411,6,2
2017-01-01 02:10:00,20.548069328139313,43.30626399283566,655.8218312391198,16,22.671345139451105,2.1462007499248807,0.34460780379605,0.290077258290709,0.9246587825697051,87.76355305180086,8.595688000952505,0.3169982273224954,24.70652222876406,85.63818583978151,9,2
2017-01-01 02:20:00,20.181899606485207,50.128376670061726,673.5886442303879,34,15.268489783389247,0.8418600991332292,0.6590882005135422,0.4229463272187684,0.8339003606123255,63.54249869462178,7.07820506829023,1.7024629705367302,17.776706493074194,82.64590614814942,7,0
