9.2	0.32	0.55	0.25	5
12	0.35	0.66	0.49	7
9.5	0.73	0.52	0.21	5
8.41864	1.553488	0.478984	0.013057	1
10.1	0.55	0.59	0.15	5
9.9	0.66	0.96	0	6
11.2	0.41	0.58	0.33	5
11.6	0.795	0.52	0	5
12	0.44	0.85	0.73	7
12.6	0.31	0.56	0.32	6
10.6	0.32	0.97	0.25	5
11.7	0.29	0.84	0.33	7
9.1	0.61	1.56	0.29	5
9.9	0.6	0.7	0	6
10.9	0.6	0.61	0.01	6
11.2	0.31	0.68	0.4	7
12.8	0.27	0.66	0.24	6
9.3	0.735	0.64	0.16	5
9.5	0.61	0.59	0.14	5
11.3	0.68	0.66	0.01	6
11.4	0.34	0.6	0.42	6
9.5	0.43	0.63	0.44	6
9.4	0.54	0.91	0.04	6
9	0.545	0.59	0.18	6
11.4	0.29	0.68	0.75	7
11.1	0.645	0.74	0.49	5
10.1	0.41	0.64	0.31	6
10.2	0.68	0.6	0.24	5
9.735533	0.834193	0.505529	0.173287	3
9.2	0.55	0.56	0.35	5
10.5	0.54	1.18	0.3	6
10.8	0.39	0.61	0.69	6
9.8	0.47	0.6	0.49	5
14	0.42	0.74	0.24	8
13.151539	0.206143	0.973394	0.607724	10
9.5	0.4	0.59	0.29	6
9.101387	1.065569	0.592272	0.136487	3
9.5	0.4	0.92	0.29	6
10.558645	0.688532	0.619206	0.194867	4
9.6	0.645	0.55	0	6
9.4	0.38	1.05	0.48	5
9.2	0.21	0.84	0.44	7
9.0285	0.898995	0.507064	0.207629	3
12.3	0.47	0.48	0	6
11.3	0.69	0.6	0.07	6
11	0.45	1.11	0.5	6
9.2	0.66	0.74	0.26	5
9.9	1.035	0.49	0.15	5
11.9	0.3	0.82	0.42	6
12.244344	0.415612	0.705239	0.484851	8
12.5	0.74	0.59	0	6
9.6	0.32	0.78	0.59	5
9.2	0.53	0.86	0.12	5
9.4	0.5	0.64	0.04	6
9.403275	1.4425	0.38833	0.075987	1
10.4	0.42	0.44	0.32	5
8.7	0.24	0.87	0.4	6
10.3	0.57	0.6	0.05	6
10.6	0.56	0.57	0.03	5
10.1	0.6	0.54	0.03	5
10.3	0.22	0.87	0.24	6
9.2	0.36	0.62	0.69	6
14	0.34	0.79	0	6
11.3	0.69	0.6	0.07	6
12.4	0.33	0.88	0.39	7
9.7	0.4	0.63	0.14	6
10.9	1.58	0.4	0	3
11	0.855	0.6	0.02	6
13.1	0.54	0.72	0.34	8
9	0.49	1.17	0.51	5
9.8	0.46	0.65	0.14	5
9.5	0.5	0.45	0	5
9.2	0.28	0.66	0.39	5
10.967032	0.723417	0.467692	0.161023	4
9.7	0.55	0.59	0.13	6
